Date,Failure Rate,Temp,Rain
1/3/2016,0.016666666666667,22.22428571,3.95
1/10/2016,0.283333333333333,21.48,1.128571429
1/17/2016,0.15,20.70857143,0.457142857
1/24/2016,0.133333333333333,20.58142857,0
1/31/2016,0.133333333333333,21.03428571,0.6
2/7/2016,0.4,19.75,0
2/14/2016,0.35,19.88142857,0
2/21/2016,0.283333333333333,20.20285714,0.771428571
2/28/2016,0.183333333333333,22.47428571,1.928571429
3/6/2016,0.283333333333333,24.21285714,0.357142857
3/13/2016,0.55,23.94,4.828571429
3/20/2016,0.35,23.98142857,0.428571429
3/27/2016,0.333333333333333,24.51285714,1.514285714
4/3/2016,0.15,25.88285714,1.342857143
4/10/2016,0.183333333333333,25.25857143,0.057142857
4/17/2016,0.266666666666667,27.24571429,0.057142857
4/24/2016,0.283333333333333,27.04,0.271428571
5/1/2016,0.3,28.27857143,0.271428571
5/8/2016,0.316666666666667,31.18428571,0
5/15/2016,0.383333333333333,33.26857143,0
5/22/2016,0.35,33.87,0
5/29/2016,0.266666666666667,32.68714286,0
6/5/2016,0.233333333333333,32.30571429,0
6/12/2016,0.183333333333333,33.43857143,0
6/19/2016,0.266666666666667,33.79428571,0
6/26/2016,0.233333333333333,34.89285714,0
7/3/2016,0.5,36.54857143,0
7/10/2016,0.65,36.21,0
7/17/2016,0.416666666666667,36.00857143,0
7/24/2016,1,38.27571429,0
7/31/2016,0.25,37.57,0.028571429
8/7/2016,0.25,37.24571429,0.542857143
8/14/2016,0.333333333333333,39.29285714,0
8/21/2016,0.2,38.13857143,0
8/28/2016,0.283333333333333,37.30142857,0
9/4/2016,0.15,36.87285714,0
9/11/2016,0.333333333333333,36.25714286,0
9/18/2016,0.366666666666667,34.92142857,0
9/25/2016,0.25,34,0
10/2/2016,0.216666666666667,33.30714286,0
10/9/2016,0.183333333333333,32.45428571,0.171428571
10/16/2016,0.266666666666667,31.80857143,0
10/23/2016,0.066666666666667,31.12,0
10/30/2016,0.266666666666667,30.62,0
11/6/2016,0.2,29.94,0
11/13/2016,0.166666666666667,28.74142857,0
11/20/2016,0.166666666666667,27.42285714,0
11/27/2016,0.283333333333333,26.32571429,0.171428571
12/4/2016,0.216666666666667,25.45285714,0
12/11/2016,0.1,25.49714286,0.057142857
12/18/2016,0.233333333333333,23.57571429,0.057142857
12/25/2016,0.2,22.60857143,0
1/1/2017,0.116666666666667,23.44428571,0
1/8/2017,0.183333333333333,22.83,0
1/15/2017,0.083333333333333,22.08,0
1/22/2017,0.116666666666667,21.63428571,0.6
1/29/2017,0.166666666666667,22.24142857,1.285714286
2/5/2017,0.15,21.39,0.628571429
2/12/2017,0.15,19.71,0.514285714
2/19/2017,0.133333333333333,22.32714286,2.171428571
2/26/2017,0.15,21.62857143,1.028571429
3/5/2017,0.183333333333333,21.65142857,0.7
3/12/2017,0.116666666666667,23.34,1.185714286
3/19/2017,0.116666666666667,25.52142857,0.642857143
3/26/2017,0.15,26.02,7.071428571
4/2/2017,0.166666666666667,24.97,0.685714286
4/9/2017,0.216666666666667,27.93714286,0
4/16/2017,0.033333333333333,30.12714286,0
4/23/2017,0.133333333333333,30.86714286,0
4/30/2017,0.233333333333333,29.93857143,0
5/7/2017,0.233333333333333,32.76,0
5/14/2017,0.333333333333333,34.10571429,0
5/21/2017,0.083333333333333,32.73857143,0
5/28/2017,0.4,32.62571429,0
6/4/2017,0.4,33.22142857,0
6/11/2017,0.383333333333333,34.51,0
6/18/2017,0.566666666666667,35.95571429,0
6/25/2017,0.333333333333333,36.05428571,0
7/2/2017,0.483333333333333,35.86714286,0
7/9/2017,0.3,36.57285714,0
7/16/2017,0.416666666666667,38.05285714,0
7/23/2017,0.5,39.02857143,0
7/30/2017,0.4,38.96142857,0
8/6/2017,0.3,38.45714286,0
8/13/2017,0.333333333333333,39.06,0
8/20/2017,0.233333333333333,37.83,0
8/27/2017,0.316666666666667,36.64,0
9/3/2017,0.233333333333333,35.84857143,0
9/10/2017,0.166666666666667,35.58714286,0
9/17/2017,0.2,35.63714286,0
9/24/2017,0.25,35.28428571,0
10/1/2017,0.1,34.36,0
10/8/2017,0.166666666666667,32.99571429,0
10/15/2017,0.233333333333333,32.60714286,0
10/22/2017,0.216666666666667,31.61285714,0
10/29/2017,0.266666666666667,31.18142857,0
11/5/2017,0.1,30.44285714,0
11/12/2017,0.066666666666667,29.38428571,0
11/19/2017,0.15,28.14714286,0
11/26/2017,0.1,26.25571429,0.4
12/3/2017,0.116666666666667,25.09285714,0.028571429
12/10/2017,0.1,23.90142857,0.171428571
12/17/2017,0.133333333333333,22.36857143,2.714285714
12/24/2017,0.233333333333333,21.92571429,2.514285714
12/31/2017,0.083333333333333,22.15142857,0
1/7/2018,0.05,21.87571429,0.028571429
1/14/2018,0.1,20.93857143,3.285714286
1/21/2018,0.216666666666667,20.26428571,0
1/28/2018,0.15,20.07285714,0
2/4/2018,0.116666666666667,20.23714286,0
2/11/2018,0.1,19.50714286,0.028571429
2/18/2018,0.116666666666667,21.43714286,0
2/25/2018,0.15,24.40428571,0.7
3/4/2018,0.116666666666667,24.11142857,1.157142857
3/11/2018,0.1,23.40714286,0
3/18/2018,0.15,25.07714286,0
3/25/2018,0.1,24.64428571,0
4/1/2018,0.183333333333333,26.54142857,0
4/8/2018,0.15,27.90428571,0
4/15/2018,0.283333333333333,29.28571429,0.2
4/22/2018,0.216666666666667,29.42714286,0.428571429
4/29/2018,0.1,30.18,0
5/6/2018,0.2,32.31142857,0
5/13/2018,0.166666666666667,32.49285714,0
5/20/2018,0.3,33.45285714,0.2
5/27/2018,0.183333333333333,32.58571429,0.085714286
6/3/2018,0.216666666666667,34.42857143,0.085714286
6/10/2018,0.583333333333333,35.98285714,0
6/17/2018,0.45,35.43428571,0
6/24/2018,0.25,34.16428571,0
7/1/2018,0.3,34.74,0
7/8/2018,0.4,37.00857143,0.114285714
7/15/2018,0.616666666666667,38.22,0
7/22/2018,0.216666666666667,36.91142857,0
7/29/2018,0.316666666666667,36.56714286,0
8/5/2018,0.2,37.25142857,0
8/12/2018,0.25,36.16714286,0
8/19/2018,0.166666666666667,36.38428571,0
8/26/2018,0.2,36.29714286,0
9/2/2018,0.283333333333333,36.73714286,0
9/9/2018,0.316666666666667,36.94428571,0
9/16/2018,0.233333333333333,36.15142857,0
9/23/2018,0.316666666666667,35.47428571,0
9/30/2018,0.15,35.12571429,0
10/7/2018,0.283333333333333,33.59,0
10/14/2018,0.3,32.80857143,0
10/21/2018,0.133333333333333,32.05142857,0.142857143
10/28/2018,0.2,31.28714286,0
11/4/2018,0.15,30.10285714,0.057142857
11/11/2018,0.216666666666667,28.15,0.257142857
11/18/2018,0.366666666666667,27.93285714,0.257142857
11/25/2018,0.283333333333333,27.28285714,3.214285714
12/2/2018,0.183333333333333,25.35857143,2.328571429
12/9/2018,0.15,24.73142857,0
12/16/2018,0.2,24.64285714,0.128571429
12/23/2018,0.166666666666667,23.57142857,0.085714286
12/30/2018,0.183333333333333,22.15285714,0.014285714
1/6/2019,0.066666666666667,22.06,0
1/13/2019,0.166666666666667,22.63571429,0
1/20/2019,0.283333333333333,22.45,0
1/27/2019,0.116666666666667,21.23714286,0
2/3/2019,0.15,22.11428571,0.228571429
2/10/2019,0.083333333333333,21.71142857,1.257142857
2/17/2019,0.216666666666667,21.34142857,1.242857143
2/24/2019,0.05,21.74571429,0.642857143
3/3/2019,0.133333333333333,21.77428571,2.914285714
3/10/2019,0.083333333333333,21.35142857,0.028571429
3/17/2019,0.1,20.85285714,2.371428571
3/24/2019,0.133333333333333,22.67714286,3.085714286
3/31/2019,0.05,25.23571429,4.028571429
4/7/2019,0.15,28.5,0.957142857
4/14/2019,0.183333333333333,30.57571429,8.585714286
4/21/2019,0.2,27.69285714,1.8
4/28/2019,0.233333333333333,29.09428571,0.028571429
5/5/2019,0.183333333333333,27.61428571,0.028571429
5/12/2019,0.25,30.29142857,0
5/19/2019,0.233333333333333,32.03,0.471428571
5/26/2019,0.2,32.58142857,1.071428571
6/2/2019,0.3,33.78142857,0.057142857
6/9/2019,0.283333333333333,35.61571429,0
6/16/2019,0.633333333333333,36.70714286,0
6/23/2019,0.283333333333333,36.71571429,0.057142857
6/30/2019,0.45,37.07428571,0
7/7/2019,0.35,37.26142857,0
7/14/2019,0.266666666666667,36.32428571,0
7/21/2019,0.2,35.93142857,0
7/28/2019,0.383333333333333,36.63428571,0
8/4/2019,0.366666666666667,37.65285714,0
8/11/2019,0.15,37.08,0.057142857
8/18/2019,0.166666666666667,37.31285714,0.171428571
8/25/2019,0.383333333333333,37.42857143,0.114285714
9/1/2019,0.166666666666667,36.94857143,0
9/8/2019,0.25,37.03285714,0
9/15/2019,0.166666666666667,35.89142857,0
9/22/2019,0.166666666666667,34.96,0
9/29/2019,0.2,34.51428571,0
10/6/2019,0.166666666666667,34.01,0.114285714
10/13/2019,0.166666666666667,32.89857143,0.028571429
10/20/2019,0.133333333333333,32.02142857,0
10/27/2019,0.2,31.24428571,0
11/3/2019,0.233333333333333,31.17285714,0
11/10/2019,0.066666666666667,29.65571429,0.442857143
11/17/2019,0.116666666666667,26.77142857,0.442857143
11/24/2019,0.183333333333333,24.83285714,2.828571429
12/1/2019,0.233333333333333,23.77,0.028571429
12/8/2019,0.233333333333333,24.17571429,0.242857143
12/15/2019,0.183333333333333,24.18857143,3.671428571
12/22/2019,0.116666666666667,24.14428571,3.142857143
12/29/2019,0.2,22.59571429,0
1/5/2020,0.033333333333333,22.01,0
1/12/2020,0.45,22.32142857,14.28571429
1/19/2020,0.333333333333333,19.82571429,3.914285714
1/26/2020,0.183333333333333,19.88,0.357142857
2/2/2020,0.166666666666667,19.79571429,0.271428571
2/9/2020,0.066666666666667,19.46714286,0
2/16/2020,0.116666666666667,20.82857143,0.942857143
2/23/2020,0.25,21.83142857,0
3/1/2020,0.183333333333333,24.57285714,0
3/8/2020,0.216666666666667,23.22,0
3/15/2020,0.15,23.12571429,0
3/22/2020,0.133333333333333,24.99285714,3.514285714
3/29/2020,0.133333333333333,25.08428571,0.6
4/5/2020,0.25,25.37428571,0.142857143
4/12/2020,0.166666666666667,28.27857143,0
4/19/2020,0.15,29.63857143,0.057142857
4/26/2020,0.283333333333333,28.39857143,0.142857143
5/3/2020,0.3,32.07,0.057142857
5/10/2020,0.133333333333333,32.86714286,0.057142857
5/17/2020,0.216666666666667,31.17571429,0
5/24/2020,0.15,32.61,0.157142857
5/31/2020,0.45,34.27285714,0.214285714
6/7/2020,0.25,35.34,0
6/14/2020,0.233333333333333,35.32857143,0
6/21/2020,0.533333333333333,35.08428571,0
6/28/2020,0.233333333333333,34.87857143,0
7/5/2020,0.4,36.19285714,0
7/12/2020,0.433333333333333,37.07285714,0
7/19/2020,0.783333333333333,38.44714286,0
7/26/2020,0.5,37.95714286,0
8/2/2020,0.133333333333333,36.89571429,0
8/9/2020,0.216666666666667,37.37714286,0
8/16/2020,0.233333333333333,36.49857143,0
8/23/2020,0.366666666666667,36.54428571,0
8/30/2020,0.35,36.55571429,0
9/6/2020,0.166666666666667,36.79142857,0
9/13/2020,0.166666666666667,35.63,0
9/20/2020,0.15,35.30571429,0
9/27/2020,0.316666666666667,34.21714286,0
10/4/2020,0.133333333333333,33.39571429,0
10/11/2020,0.25,33.00428571,0
10/18/2020,0.216666666666667,32.04714286,0
10/25/2020,0.216666666666667,30.03714286,0
11/1/2020,0.1,28.66142857,0
11/8/2020,0.2,27.83,0
11/15/2020,0.216666666666667,27.87714286,0.028571429
11/22/2020,0.116666666666667,27.41428571,0.028571429
11/29/2020,0.2,25.90857143,0.114285714
12/6/2020,0.183333333333333,24.82285714,0
12/13/2020,0.2,24.39285714,0.028571429
12/20/2020,0.033333333333333,22.79714286,0
12/27/2020,0.05,22.15428571,0
1/3/2021,0.15,21.43285714,0
1/10/2021,0.183333333333333,20.61714286,0
1/17/2021,0.1,19.29857143,0
1/24/2021,0.133333333333333,19.93857143,0
1/31/2021,0.133333333333333,20.51,0
2/7/2021,0.116666666666667,20.98,0
2/14/2021,0.05,21.55571429,0
2/21/2021,0.15,22.13857143,0
2/28/2021,0.133333333333333,23.89857143,0
3/7/2021,0.1,24.16571429,0
3/14/2021,0.1,24.98,0
3/21/2021,0.233333333333333,25.44428571,0
3/28/2021,0.183333333333333,27.04,0
4/4/2021,0.233333333333333,27.56428571,0
4/11/2021,0.266666666666667,26.76428571,0
4/18/2021,0.2,29.29714286,0
4/25/2021,0.1,29.70857143,0
5/2/2021,0.183333333333333,31.65571429,0.028571429
5/9/2021,0.166666666666667,31.54285714,0
5/16/2021,0.116666666666667,31.07428571,0
5/23/2021,0.216666666666667,33.00142857,0
5/30/2021,0.366666666666667,35.21428571,0
6/6/2021,0.35,35.06857143,0
6/13/2021,0.483333333333333,35.35428571,0
6/20/2021,0.1,34.41285714,0
6/27/2021,0.2,36.06,0
7/4/2021,0.1,37.35714286,0
7/11/2021,0.616666666666667,37.11857143,0
7/18/2021,0.5,37.74285714,0.1
7/25/2021,0.25,36.74571429,0.1
8/1/2021,0.3,37.60571429,0
8/8/2021,0.166666666666667,37.07857143,0
8/15/2021,0.233333333333333,37.35857143,0
8/22/2021,0.233333333333333,36.79714286,0
8/29/2021,0.216666666666667,36.28714286,0
9/5/2021,0.183333333333333,36.80571429,0
9/12/2021,0.233333333333333,35.91,0
9/19/2021,0.35,35.75,0
9/26/2021,0.216666666666667,34.96714286,0
10/3/2021,0.116666666666667,34.125,0
